Company Name,Product Name,Price,Quantity,Total Value,Date of Sale,Category,Region,Payment Method,Discount,Sales Representative,Sales Channel,Promotion,Product Category,Month of Sale,Revenue
Moody Group,Treatment After,374.32,46,17218.72,2025-01-03,Eletrônicos,Nordeste,Dinheiro,5,Alejandro Rosales,Loja Física,Liquidação de Verão,Eletrônicos,1,17218.72
"Soto, Hutchinson and Thomas",Provide Plant,204.43,67,13696.81,2025-02-18,Moda,São Paulo,Pix,20,Lindsey Hicks,Telemarketing,Black Friday,Casa e Decoração,2,13696.810000000001
"Weber, Crawford and Miller",Whole Whether,357.58,17,6078.86,2025-01-09,Alimentos,Sul,Cartão de Crédito,10,James Brown,Online,Liquidação de Verão,Saúde e Beleza,1,6078.86
Moore-Booth,Rock Prove,466.44,22,10261.68,2025-02-14,Acessórios,Nordeste,Cartão de Crédito,20,Lori Norman,Online,Black Friday,Eletrônicos,2,10261.68
Brown LLC,Five Size,173.6,43,7464.8,2025-02-14,Alimentos,Nordeste,Dinheiro,0,Taylor Jimenez,Loja Física,Nenhuma,Roupas,2,7464.8
Hall Group,Hard Outside,485.52,42,20391.84,2025-02-22,Alimentos,Rio de Janeiro,Dinheiro,0,Robert Ross,Telemarketing,Black Friday,Casa e Decoração,2,20391.84
Palmer-Smith,Language New,81.75,61,4986.75,2025-01-12,Moda,Nordeste,Pix,20,Kathryn Burton,Telemarketing,Nenhuma,Saúde e Beleza,1,4986.75
"Bradley, Conley and Singleton",Mrs Fast,45.73,50,2286.5,2025-01-24,Acessórios,Sul,Dinheiro,10,Sean Carter,Telemarketing,Black Friday,Eletrônicos,1,2286.5
Lang Ltd,Product Mouth,343.51,63,21641.13,2025-01-06,Eletrônicos,Rio de Janeiro,Boleto,0,Michael Walker,Online,Nenhuma,Eletrônicos,1,21641.13
Johnson LLC,Start Thought,216.82,50,10841.0,2025-01-11,Alimentos,Rio de Janeiro,Dinheiro,20,Michael Kramer,Telemarketing,Black Friday,Casa e Decoração,1,10841.0
Martin-Ross,West Show,477.3,37,17660.1,2025-01-06,Alimentos,Nordeste,Pix,10,Karen Wilson,Loja Física,Black Friday,Eletrônicos,1,17660.100000000002
"Dominguez, Wilson and Webb",Discover Behind,132.51,62,8215.62,2025-02-09,Eletrônicos,Rio de Janeiro,Cartão de Crédito,20,Rebecca Jones,Telemarketing,Nenhuma,Saúde e Beleza,2,8215.619999999999
Martinez Group,Involve Good,299.94,65,19496.1,2025-01-17,Eletrônicos,Nordeste,Cartão de Crédito,0,Robert Gonzalez,Online,Liquidação de Verão,Saúde e Beleza,1,19496.1
"Jordan, Cole and Cortez",Society May,422.26,78,32936.28,2025-01-15,Eletrônicos,Nordeste,Boleto,0,Crystal Williams,Online,Black Friday,Roupas,1,32936.28
Riddle Inc,Should Window,122.74,97,11905.78,2025-02-11,Alimentos,Sul,Boleto,10,Dawn Knight,Loja Física,Black Friday,Saúde e Beleza,2,11905.779999999999
Rodgers Inc,Source Team,108.78,6,652.68,2025-01-22,Moda,Sul,Dinheiro,5,Nathaniel Bennett,Telemarketing,Liquidação de Verão,Eletrônicos,1,652.6800000000001
James and Sons,Story Drop,329.45,5,1647.25,2025-02-04,Alimentos,Nordeste,Pix,5,Gabriel Martinez,Loja Física,Promoção de Natal,Casa e Decoração,2,1647.25
"Hines, Espinoza and Moore",Manager Class,498.74,61,30423.14,2025-02-24,Eletrônicos,São Paulo,Pix,0,Paul Doyle,Telemarketing,Promoção de Natal,Roupas,2,30423.14
Villa-Morrison,Between Mean,290.12,99,28721.88,2025-02-26,Moda,Rio de Janeiro,Cartão de Crédito,0,Jason Greene,Online,Liquidação de Verão,Eletrônicos,2,28721.88
Curry-Miller,Community Action,174.84,66,11539.44,2025-01-17,Eletrônicos,São Paulo,Cartão de Crédito,20,Mr. Adam Brown,Telemarketing,Nenhuma,Roupas,1,11539.44
"Garcia, Soto and Vargas",Skill Throughout,76.06,76,5780.56,2025-02-10,Alimentos,São Paulo,Cartão de Crédito,20,Ashley Thomas,Loja Física,Promoção de Natal,Eletrônicos,2,5780.56
Johnson Group,Girl Central,366.85,89,32649.65,2025-01-30,Moda,Rio de Janeiro,Boleto,5,Mr. Matthew Ballard PhD,Loja Física,Promoção de Natal,Eletrônicos,1,32649.65
"Johnson, Lozano and Edwards",Natural Room,469.22,21,9853.62,2025-01-20,Eletrônicos,Rio de Janeiro,Boleto,0,John Ramos,Online,Black Friday,Eletrônicos,1,9853.62
White-Clark,Leave Rock,124.47,89,11077.83,2025-02-23,Acessórios,São Paulo,Boleto,20,Mariah Lopez,Loja Física,Promoção de Natal,Eletrônicos,2,11077.83
"Smith, Allen and Stevenson",Visit Not,374.8,96,35980.8,2025-02-14,Moda,São Paulo,Dinheiro,0,Robert Leon,Loja Física,Liquidação de Verão,Casa e Decoração,2,35980.8
Bailey LLC,Maintain Kitchen,147.22,72,10599.84,2025-01-26,Eletrônicos,Sul,Cartão de Crédito,0,Christian Neal,Loja Física,Nenhuma,Eletrônicos,1,10599.84
Craig Inc,Weight A,389.85,73,28459.05,2025-02-17,Eletrônicos,Sul,Dinheiro,5,Christine Davis,Telemarketing,Liquidação de Verão,Roupas,2,28459.050000000003
Parker Inc,Allow Line,422.57,43,18170.51,2025-01-26,Alimentos,Sul,Cartão de Crédito,10,Elizabeth Hooper,Loja Física,Liquidação de Verão,Casa e Decoração,1,18170.51
"Hall, Bailey and Lindsey",Wide Position,428.46,85,36419.1,2025-02-19,Eletrônicos,São Paulo,Cartão de Crédito,20,Lydia Fowler,Telemarketing,Nenhuma,Roupas,2,36419.1
Chen-Cunningham,They Test,390.83,52,20323.16,2025-01-02,Moda,Rio de Janeiro,Dinheiro,5,Richard Farmer,Telemarketing,Black Friday,Saúde e Beleza,1,20323.16
Rivera Group,Team Should,305.1,65,19831.5,2025-02-20,Alimentos,São Paulo,Dinheiro,20,Jill Davis,Telemarketing,Liquidação de Verão,Roupas,2,19831.5
Ross-Crane,Five Street,38.51,100,3851.0,2025-02-05,Eletrônicos,Rio de Janeiro,Cartão de Crédito,10,Jason Kelley,Online,Black Friday,Saúde e Beleza,2,3851.0
Wagner Group,When Reveal,291.67,36,10500.12,2025-02-02,Eletrônicos,Sul,Dinheiro,5,Jacqueline Hansen MD,Loja Física,Liquidação de Verão,Casa e Decoração,2,10500.12
"Mosley, Wagner and Bentley",Resource Rule,316.78,71,22491.38,2025-01-21,Eletrônicos,Sul,Dinheiro,5,Matthew Boyle,Loja Física,Nenhuma,Casa e Decoração,1,22491.379999999997
Bradley PLC,Yet Cost,17.05,82,1398.1,2025-02-03,Eletrônicos,Rio de Janeiro,Pix,10,Dwayne Smith,Loja Física,Nenhuma,Eletrônicos,2,1398.1000000000001
"Roach, Taylor and Vargas",Lay Cause,433.99,30,13019.7,2025-01-25,Acessórios,Rio de Janeiro,Dinheiro,10,Holly Walker,Online,Promoção de Natal,Eletrônicos,1,13019.7
"Martin, Brown and Branch",Term Society,216.88,59,12795.92,2025-01-10,Moda,Rio de Janeiro,Boleto,20,Ariel Green,Telemarketing,Black Friday,Saúde e Beleza,1,12795.92
"Schultz, Miller and Harper",Activity Nice,460.4,41,18876.4,2025-01-01,Moda,Rio de Janeiro,Boleto,10,Kenneth Martinez,Loja Física,Black Friday,Casa e Decoração,1,18876.399999999998
Leblanc-Williams,Page Worry,175.28,16,2804.48,2025-01-03,Alimentos,São Paulo,Boleto,0,James Weber,Online,Liquidação de Verão,Casa e Decoração,1,2804.48
Alexander-Keller,Car Young,456.29,7,3194.03,2025-02-02,Eletrônicos,Rio de Janeiro,Pix,10,Vicki Walker,Telemarketing,Promoção de Natal,Casa e Decoração,2,3194.03
"Wright, Fitzgerald and Crawford",Full Time,206.07,19,3915.33,2025-02-06,Eletrônicos,Sul,Boleto,20,Ray Serrano,Online,Liquidação de Verão,Casa e Decoração,2,3915.33
Flores-Morris,Condition So,102.56,12,1230.72,2025-01-31,Alimentos,São Paulo,Dinheiro,10,Tom Moreno,Loja Física,Liquidação de Verão,Roupas,1,1230.72
Ferguson Inc,Avoid Possible,276.32,94,25974.08,2025-01-30,Moda,São Paulo,Boleto,5,Daniel Horton MD,Online,Black Friday,Roupas,1,25974.079999999998
Roberts-Ellis,Tonight Democrat,186.36,88,16399.68,2025-02-07,Acessórios,Sul,Cartão de Crédito,20,Lori Petty,Loja Física,Black Friday,Casa e Decoração,2,16399.68
Flynn and Sons,More Young,96.13,71,6825.23,2025-02-16,Alimentos,Nordeste,Pix,10,Jason Pace,Telemarketing,Black Friday,Roupas,2,6825.23
Jennings-Bailey,Receive How,275.77,43,11858.11,2025-02-02,Moda,São Paulo,Pix,0,Oscar Sullivan,Online,Promoção de Natal,Roupas,2,11858.109999999999
Johnson Ltd,President Save,361.11,89,32138.79,2025-02-16,Acessórios,Rio de Janeiro,Cartão de Crédito,5,Shari Black,Loja Física,Liquidação de Verão,Saúde e Beleza,2,32138.79
"Moyer, Pham and Foster",Artist People,166.97,52,8682.44,2025-02-06,Alimentos,Sul,Dinheiro,10,Michael Collins,Loja Física,Black Friday,Casa e Decoração,2,8682.44
"Kelly, Hutchinson and Carter",Alone Design,293.81,19,5582.39,2025-01-12,Acessórios,Rio de Janeiro,Dinheiro,5,Joshua Harrison,Loja Física,Liquidação de Verão,Eletrônicos,1,5582.39
Pham Ltd,Usually Tv,227.44,82,18650.08,2025-01-18,Acessórios,São Paulo,Cartão de Crédito,5,Anthony Morgan,Loja Física,Promoção de Natal,Saúde e Beleza,1,18650.079999999998
Pham PLC,Return Commercial,167.2,19,3176.8,2025-01-31,Moda,Rio de Janeiro,Cartão de Crédito,10,Heather Christensen,Online,Nenhuma,Eletrônicos,1,3176.7999999999997
Harris Group,Arrive During,279.7,17,4754.9,2025-02-02,Alimentos,Sul,Cartão de Crédito,20,Shawn Reed,Telemarketing,Nenhuma,Saúde e Beleza,2,4754.9
"Trujillo, Rose and Davis",Term Institution,198.34,2,396.68,2025-01-24,Alimentos,Sul,Pix,0,Carolyn Torres,Online,Promoção de Natal,Eletrônicos,1,396.68
Jones Ltd,Successful Blue,380.24,8,3041.92,2025-02-23,Moda,Nordeste,Boleto,10,Bradley Hill,Online,Promoção de Natal,Saúde e Beleza,2,3041.92
Nguyen and Sons,Range Course,120.07,54,6483.78,2025-01-26,Eletrônicos,Nordeste,Boleto,0,Monica Ellis,Telemarketing,Liquidação de Verão,Casa e Decoração,1,6483.78
"Davidson, Ellis and Floyd",Offer From,23.51,28,658.28,2025-02-16,Acessórios,Rio de Janeiro,Dinheiro,5,Jennifer Barber,Telemarketing,Liquidação de Verão,Casa e Decoração,2,658.2800000000001
Buchanan-David,Treat Push,139.64,50,6982.0,2025-02-26,Alimentos,Nordeste,Cartão de Crédito,20,Brooke Kelly,Loja Física,Liquidação de Verão,Casa e Decoração,2,6981.999999999999
Hart-Ross,Course Pull,360.05,72,25923.6,2025-01-24,Alimentos,Nordeste,Cartão de Crédito,20,Ann Morton,Telemarketing,Nenhuma,Roupas,1,25923.600000000002
Wilson Inc,Manager Ball,22.64,6,135.84,2025-02-03,Eletrônicos,Sul,Pix,10,Emily Reyes,Loja Física,Black Friday,Casa e Decoração,2,135.84
Salazar-Garcia,Point Pretty,395.59,16,6329.44,2025-01-01,Alimentos,Nordeste,Dinheiro,20,Andre Montgomery,Telemarketing,Promoção de Natal,Saúde e Beleza,1,6329.44
Whitney-Owens,Main Feeling,346.23,98,33930.54,2025-02-11,Eletrônicos,Rio de Janeiro,Dinheiro,20,Sophia Mendez,Loja Física,Liquidação de Verão,Eletrônicos,2,33930.54
Evans Group,Fine Meet,182.38,38,6930.44,2025-01-24,Eletrônicos,São Paulo,Dinheiro,20,Clayton Mcdonald,Loja Física,Nenhuma,Eletrônicos,1,6930.44
"Brown, Adams and Robinson",Financial Responsibility,138.6,32,4435.2,2025-01-20,Acessórios,São Paulo,Cartão de Crédito,5,Cheryl Fernandez,Loja Física,Nenhuma,Casa e Decoração,1,4435.2
"Cruz, Martin and Blanchard",System Agree,184.96,39,7213.44,2025-01-12,Eletrônicos,Nordeste,Pix,20,Kenneth James,Online,Promoção de Natal,Eletrônicos,1,7213.4400000000005
"Wilson, Hernandez and Ramsey",Middle Different,444.72,14,6226.08,2025-01-21,Alimentos,Nordeste,Dinheiro,20,Samantha Mullins,Telemarketing,Nenhuma,Eletrônicos,1,6226.08
Mayer-Johnson,Table Indeed,464.31,38,17643.78,2025-02-23,Moda,São Paulo,Cartão de Crédito,5,James Gutierrez,Telemarketing,Black Friday,Eletrônicos,2,17643.78
Washington Group,Moment Best,308.15,46,14174.9,2025-02-24,Eletrônicos,São Paulo,Boleto,0,Lindsey Reyes,Loja Física,Liquidação de Verão,Casa e Decoração,2,14174.9
Ortiz-Salinas,Yet Side,347.3,58,20143.4,2025-01-11,Alimentos,Rio de Janeiro,Boleto,10,Edward Matthews,Telemarketing,Black Friday,Eletrônicos,1,20143.4
Marshall-Jones,Instead Show,157.59,70,11031.3,2025-02-19,Eletrônicos,Nordeste,Boleto,20,Karen Walker,Telemarketing,Promoção de Natal,Roupas,2,11031.300000000001
Dean-Andersen,Consumer Maybe,159.8,14,2237.2,2025-02-14,Moda,Sul,Dinheiro,20,Michael Hayes,Telemarketing,Black Friday,Eletrônicos,2,2237.2000000000003
Adams-Jones,Wear Too,463.89,53,24586.17,2025-01-28,Acessórios,Sul,Boleto,20,Brittany Austin,Loja Física,Black Friday,Eletrônicos,1,24586.17
"Smith, Burton and Holland",Level Officer,313.77,80,25101.6,2025-01-07,Eletrônicos,São Paulo,Pix,20,Kevin Duncan,Telemarketing,Black Friday,Eletrônicos,1,25101.6
"Johnson, Williams and Gonzales",Mission Partner,462.02,28,12936.56,2025-02-17,Acessórios,Sul,Boleto,20,Matthew Mills,Online,Promoção de Natal,Saúde e Beleza,2,12936.56
Rivas-Gonzales,Vote Film,143.24,57,8164.68,2025-01-16,Eletrônicos,Sul,Boleto,10,Patty Jones,Loja Física,Black Friday,Roupas,1,8164.68
Pearson and Sons,Under Customer,190.05,11,2090.55,2025-01-06,Alimentos,São Paulo,Cartão de Crédito,20,Brenda Norman,Telemarketing,Promoção de Natal,Saúde e Beleza,1,2090.55
Mccoy-Rios,Today White,442.92,1,442.92,2025-02-18,Alimentos,Sul,Dinheiro,10,Cindy Blanchard,Online,Nenhuma,Saúde e Beleza,2,442.92
Bradley Group,Visit Produce,182.59,24,4382.16,2025-01-03,Acessórios,Sul,Cartão de Crédito,10,Kelsey Nguyen,Online,Nenhuma,Saúde e Beleza,1,4382.16
Peters-Juarez,Investment Control,238.6,95,22667.0,2025-01-02,Moda,Sul,Boleto,10,Bobby Russo,Loja Física,Nenhuma,Roupas,1,22667.0
Woods LLC,Base Culture,60.0,2,120.0,2025-01-01,Eletrônicos,Sul,Dinheiro,0,Ann Peters,Loja Física,Liquidação de Verão,Casa e Decoração,1,120.0
"Nelson, Estrada and Woods",Sort Sometimes,200.59,48,9628.32,2025-01-30,Acessórios,São Paulo,Dinheiro,20,April Suarez,Loja Física,Promoção de Natal,Roupas,1,9628.32
Ramirez-Warner,Cover Clearly,216.88,29,6289.52,2025-01-27,Eletrônicos,Nordeste,Pix,20,Laura Walker,Online,Black Friday,Saúde e Beleza,1,6289.5199999999995
Fields-Anderson,Agency Pick,403.59,99,39955.41,2025-01-16,Moda,Rio de Janeiro,Boleto,0,Mary Robbins,Telemarketing,Nenhuma,Saúde e Beleza,1,39955.409999999996
Gonzalez Inc,Identify Pm,378.31,49,18537.19,2025-01-21,Moda,Sul,Boleto,0,Crystal Mullins,Loja Física,Black Friday,Eletrônicos,1,18537.19
Wong PLC,Talk Movie,64.27,58,3727.66,2025-02-02,Eletrônicos,Nordeste,Dinheiro,5,Adam Young,Telemarketing,Black Friday,Saúde e Beleza,2,3727.66
"Carey, Thompson and Taylor",Billion Set,13.64,97,1323.08,2025-02-06,Alimentos,Sul,Cartão de Crédito,20,Malik Young,Telemarketing,Black Friday,Roupas,2,1323.0800000000002
Ford LLC,Phone Program,223.26,30,6697.8,2025-01-23,Eletrônicos,São Paulo,Boleto,0,Kyle Richardson,Loja Física,Black Friday,Casa e Decoração,1,6697.799999999999
Reynolds Inc,Attention Guess,194.97,93,18132.21,2025-02-05,Alimentos,Rio de Janeiro,Boleto,0,James Le,Telemarketing,Black Friday,Eletrônicos,2,18132.21
"Mejia, Calhoun and Le",Performance Economy,369.28,56,20679.68,2025-01-15,Alimentos,São Paulo,Boleto,20,Michael Jenkins,Loja Física,Black Friday,Eletrônicos,1,20679.68
Dickerson-Blankenship,Interest Official,450.2,20,9004.0,2025-01-10,Alimentos,Rio de Janeiro,Pix,20,Mary Tyler,Online,Black Friday,Eletrônicos,1,9004.0
Lee PLC,Operation Sign,251.03,34,8535.02,2025-01-06,Moda,São Paulo,Cartão de Crédito,20,Lisa Taylor,Telemarketing,Promoção de Natal,Eletrônicos,1,8535.02
Campos-Green,Cost Collection,299.68,71,21277.28,2025-01-11,Acessórios,Sul,Boleto,5,Randall Fry,Loja Física,Liquidação de Verão,Eletrônicos,1,21277.28
"Grant, Rivers and Martin",Soldier Act,17.71,9,159.39,2025-01-08,Acessórios,Sul,Pix,20,Richard Le,Online,Black Friday,Saúde e Beleza,1,159.39000000000001
Smith-Jackson,Color Foreign,239.02,93,22228.86,2025-02-10,Alimentos,Rio de Janeiro,Cartão de Crédito,0,Keith Hoover,Telemarketing,Promoção de Natal,Casa e Decoração,2,22228.86
Williams-Holland,Second Realize,225.24,44,9910.56,2025-01-13,Moda,Sul,Pix,0,Cindy Boone,Telemarketing,Promoção de Natal,Casa e Decoração,1,9910.560000000001
"Taylor, Williams and Beard",Heart Herself,109.09,48,5236.32,2025-01-09,Acessórios,São Paulo,Dinheiro,10,Darren Williams,Telemarketing,Nenhuma,Casa e Decoração,1,5236.32
Watts Group,Enough Toward,81.43,21,1710.03,2025-01-01,Moda,Rio de Janeiro,Boleto,10,Carolyn Davies,Online,Black Friday,Roupas,1,1710.0300000000002
Walton Inc,Close Miss,137.39,90,12365.1,2025-02-12,Eletrônicos,Rio de Janeiro,Cartão de Crédito,20,Mr. Rick Roberts,Loja Física,Nenhuma,Eletrônicos,2,12365.099999999999
Barrett and Sons,Improve Best,301.28,29,8737.12,2025-02-07,Alimentos,Nordeste,Boleto,5,Kevin Frey,Online,Liquidação de Verão,Eletrônicos,2,8737.119999999999
Moore-Morris,Able Add,420.24,85,35720.4,2025-02-11,Moda,Sul,Boleto,5,Pamela Lawrence,Telemarketing,Black Friday,Casa e Decoração,2,35720.4
"Sanchez, Klein and Brewer",Design Forget,358.35,79,28309.65,2025-01-18,Alimentos,São Paulo,Boleto,10,Hannah Wilson,Online,Nenhuma,Saúde e Beleza,1,28309.65
Lambert-Castillo,Major Industry,180.77,34,6146.18,2025-01-21,Moda,Nordeste,Cartão de Crédito,10,Melanie Allen,Telemarketing,Promoção de Natal,Casa e Decoração,1,6146.18
"Grimes, Jenkins and Jacobs",Exist Center,196.17,66,12947.22,2025-01-05,Alimentos,São Paulo,Boleto,20,Brett Kelly,Online,Nenhuma,Eletrônicos,1,12947.22
Wiley-Perez,Win Really,241.77,24,5802.48,2025-01-30,Moda,Nordeste,Pix,0,Amanda Giles,Telemarketing,Liquidação de Verão,Saúde e Beleza,1,5802.4800000000005
"Garcia, Baker and Higgins",Assume Then,306.98,96,29470.08,2025-01-21,Acessórios,Sul,Boleto,20,Laura Sawyer,Online,Black Friday,Eletrônicos,1,29470.08
Gould-Clark,Fall Painting,473.94,62,29384.28,2025-02-08,Eletrônicos,Rio de Janeiro,Pix,10,Anne Ward,Telemarketing,Nenhuma,Saúde e Beleza,2,29384.28
"Morton, Jones and Bell",High Campaign,402.75,67,26984.25,2025-01-18,Alimentos,São Paulo,Cartão de Crédito,20,Robert Randolph,Loja Física,Liquidação de Verão,Roupas,1,26984.25
